"","meanImp","medianImp","minImp","maxImp","normHits","decision","Execution","Variable"
"LogIC50",10.664880209463,10.7853751142386,0,13.4665098963999,0.988597719543909,"Confirmed",10,"LogIC50"
"IC50",10.6003561304574,10.7172569459409,0,12.8837060437912,0.988597719543909,"Confirmed",10,"IC50"
