"","meanImp","medianImp","minImp","maxImp","normHits","decision","Execution","Variable"
"LogIC50...1",9.71160316010367,9.83588135397848,0,11.9409060836419,0.987197439487898,"Confirmed",1,"LogIC50"
"IC50...2",9.87772535923769,10.0168518416843,0,11.9288348410544,0.987197439487898,"Confirmed",1,"IC50"
"NOTCH2...3",5.2735265902447,5.34042972458073,0,7.43787033825098,0.899579915983197,"Confirmed",1,"NOTCH2"
"ARHGEF10...4",5.36682061871051,5.44959656719467,0,7.38921581676267,0.906581316263253,"Confirmed",1,"ARHGEF10"
"LogIC50...5",9.73140415791102,9.84191330841175,0,12.0889539152287,0.987197439487898,"Confirmed",2,"LogIC50"
"IC50...6",9.87894683073593,9.99614849501187,0,12.2693540528532,0.987197439487898,"Confirmed",2,"IC50"
"NOTCH2...7",5.28873237207801,5.36343389545645,0,7.47360018067371,0.906381276255251,"Confirmed",2,"NOTCH2"
"ARHGEF10...8",5.38627396677396,5.46345983330016,0,7.56389361796846,0.915583116623325,"Confirmed",2,"ARHGEF10"
"LogIC50...9",8.62199159766392,8.72651009380996,0,11.0229537491074,0.987028779894609,"Confirmed",3,"LogIC50"
"IC50...10",8.77420574097048,8.8759797408169,0,11.0565013399593,0.987231455208756,"Confirmed",3,"IC50"
"NOTCH2...11",5.50689889226885,5.58650447109044,0,7.57222461152888,0.931495743818403,"Confirmed",3,"NOTCH2"
"CUL3...12",3.22917340137806,3.29870215454096,0,5.38508149156257,0.70247263883259,"Confirmed",3,"CUL3"
"ARHGEF10...13",5.28515138709086,5.35574770148001,0,7.74689027738884,0.918119173084718,"Confirmed",3,"ARHGEF10"
"ABI1...14",3.03899064559762,3.11462454526911,0,5.37591963549976,0.671057965139846,"Confirmed",3,"ABI1"
"LogIC50...15",8.98120127291462,9.09349097223047,0,11.2436258993457,0.986165306846399,"Confirmed",4,"LogIC50"
"IC50...16",9.18716887259985,9.30411689513043,0,11.5636036724132,0.986874778290174,"Confirmed",4,"IC50"
"ID3",2.10396722700895,2.16730772307681,-1.94903896837899,4.78193563321454,0.552678254700248,"Confirmed",4,"ID3"
"TENT5C",1.94358281548655,1.99997515907519,-1.81144242312061,4.59016980538484,0.53600567577155,"Confirmed",4,"TENT5C"
"NOTCH2...19",5.45072325028541,5.52891198958464,0,7.35218776962255,0.900319262149698,"Confirmed",4,"NOTCH2"
"ARHGEF10...20",5.3222614867397,5.39880982920146,0,7.3532860832573,0.899255054984037,"Confirmed",4,"ARHGEF10"
"LogIC50...21",9.69151984711323,9.82226864299654,0,11.8873840554124,0.98619723944789,"Confirmed",5,"LogIC50"
"IC50...22",9.87951327813377,10.0094105007132,0,12.2355011368211,0.98619723944789,"Confirmed",5,"IC50"
"NOTCH2...23",5.262248699406,5.34068749258101,0,7.39838875829,0.906781356271254,"Confirmed",5,"NOTCH2"
"ARHGEF10...24",5.36119229041057,5.44771990230532,0,7.71500139428385,0.910382076415283,"Confirmed",5,"ARHGEF10"
"LogIC50...25",8.91146382978131,9.00193916582623,0,11.2630206419034,0.987397479495899,"Confirmed",6,"LogIC50"
"IC50...26",9.05457095582978,9.15069837915603,0,11.4392441119685,0.98879775955191,"Confirmed",6,"IC50"
"MUC6",2.71778266438642,2.7875566979498,-1.17786309878291,5.13006568702939,0.638927785557111,"Confirmed",6,"MUC6"
"NOTCH2...28",5.4425880384863,5.51418788374088,0,7.68322393502159,0.905581116223245,"Confirmed",6,"NOTCH2"
"ARHGEF10...29",5.34602465208467,5.42456235786645,0,7.43329450213671,0.902780556111222,"Confirmed",6,"ARHGEF10"
"LogIC50...30",9.18484818961547,9.25435598977126,0,11.2622456263078,0.991398279655931,"Confirmed",7,"LogIC50"
"IC50...31",9.30662789235762,9.39008948729326,0,11.3422461833141,0.990998199639928,"Confirmed",7,"IC50"
"NOTCH2...32",5.75727052419593,5.82054154562733,0,8.04084867116027,0.934386877375475,"Confirmed",7,"NOTCH2"
"CUL3...33",3.0415587231445,3.10345574243042,0,5.12538068173607,0.722744548909782,"Confirmed",7,"CUL3"
"ARHGEF10...34",5.40553279707405,5.46122605730015,0,7.37297881629812,0.921784356871374,"Confirmed",7,"ARHGEF10"
"LogIC50...35",9.73297124056008,9.82686347677841,0,11.8453144691788,0.987997599519904,"Confirmed",8,"LogIC50"
"IC50...36",9.8922386803726,10.0020687375356,0,12.20210427165,0.988997799559912,"Confirmed",8,"IC50"
"NOTCH2...37",5.28938852176193,5.36016455346328,0,7.6270440910679,0.904780956191238,"Confirmed",8,"NOTCH2"
"ARHGEF10...38",5.39589413096742,5.45984191089254,0,7.57953874036097,0.916783356671334,"Confirmed",8,"ARHGEF10"
"LogIC50...39",9.23866628611219,9.34663400909117,0,11.7130438178842,0.988597719543909,"Confirmed",9,"LogIC50"
"IC50...40",9.37675143560234,9.4803387853737,0,11.6435339479683,0.987397479495899,"Confirmed",9,"IC50"
"NOTCH2...41",5.44332657007893,5.53554340981219,0,7.54812763032614,0.914782956591318,"Confirmed",9,"NOTCH2"
"ARHGEF10...42",5.35550428828306,5.43357700051326,0,7.56289250377058,0.914182836567313,"Confirmed",9,"ARHGEF10"
"CLTCL1",2.75873884211607,2.83369143718705,-0.742059705477366,5.08558523658638,0.655331066213243,"Confirmed",9,"CLTCL1"
"LogIC50...44",9.11222379480892,9.23912708036315,0,11.5685456444592,0.985797159431886,"Confirmed",10,"LogIC50"
"IC50...45",9.26898901418686,9.39797967010693,0,11.7699764352966,0.98619723944789,"Confirmed",10,"IC50"
"NOTCH2...46",5.46082711523315,5.55217057876247,0,7.66807891173235,0.91378275655131,"Confirmed",10,"NOTCH2"
"ARHGEF10...47",5.38013805444844,5.46849421545973,0,7.5840579466204,0.910982196439288,"Confirmed",10,"ARHGEF10"
"ABI1...48",2.91030758792755,2.99260361532393,-0.618111531147758,5.02178215738109,0.656531306261252,"Confirmed",10,"ABI1"
