"","gene_symbols","IST-MES1","MPP-89","MSTO-211H","NCI-H2052","NCI-H226","NCI-H2369","NCI-H2373","NCI-H2452","NCI-H2461","NCI-H2591","NCI-H2595","NCI-H2722","NCI-H2731","NCI-H2795","NCI-H28","NCI-H2803","NCI-H2804","NCI-H2810","NCI-H2818","NCI-H2869","NCI-H290"
"22247","TRIM33","3.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","3.0"
"22248","TRIM34","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22249","TRIM35","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","2.0","3.0","1.0","4.0"
"22250","TRIM36","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22251","TRIM37","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22252","TRIM38","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22253","TRIM39","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22254","TRIM39-RPP21","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22255","TRIM40","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22256","TRIM41","4.0","2.0","4.0","4.0","2.0","4.0","1.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22257","TRIM42","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22258","TRIM43","4.0","2.0","4.0","7.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","4.0"
"22259","TRIM43B","4.0","2.0","4.0","7.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","4.0"
"22260","TRIM44","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"22261","TRIM45","3.0","4.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","2.0","3.0","5.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","4.0"
"22262","TRIM46","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","3.0"
"22263","TRIM47","4.0","2.0","4.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22264","TRIM48","3.0","2.0","3.0","6.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","3.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22265","TRIM49","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22266","TRIM49C","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22267","TRIM49D2","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22268","TRIM50","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22269","TRIM51","3.0","2.0","3.0","6.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","3.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","3.0"
"22270","TRIM51BP","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22271","TRIM52","4.0","2.0","4.0","4.0","2.0","4.0","1.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22272","TRIM53AP","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22273","TRIM54","2.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"22274","TRIM55","4.0","3.0","3.0","5.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","2.0","2.0","3.0","1.0","4.0","4.0","3.0","1.0","4.0"
"22275","TRIM56","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22276","TRIM58","3.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","3.0"
"22277","TRIM59","2.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22278","TRIM60","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"22279","TRIM60P3Y","0.0","3.0","3.0","0.0","1.0","1.0","0.0","2.0","3.0","2.0","1.0","0.0","0.0","1.0","2.0","0.0","3.0","4.0","2.0","0.0","1.0"
"22280","TRIM60P5Y","1.0","14.0","11.0","2.0","14.0","14.0","1.0","14.0","14.0","9.0","0.0","13.0","0.0","12.0","14.0","7.0","12.0","0.0","14.0","0.0","10.0"
"22281","TRIM60P8Y","0.0","14.0","11.0","1.0","7.0","14.0","0.0","14.0","14.0","9.0","0.0","9.0","0.0","7.0","14.0","7.0","4.0","0.0","14.0","0.0","7.0"
"22282","TRIM60P9Y","0.0","14.0","11.0","1.0","7.0","14.0","0.0","14.0","14.0","9.0","0.0","9.0","0.0","7.0","14.0","7.0","4.0","0.0","14.0","0.0","7.0"
"22283","TRIM60P10Y","1.0","14.0","11.0","2.0","14.0","14.0","1.0","14.0","14.0","9.0","0.0","13.0","0.0","12.0","14.0","7.0","12.0","0.0","14.0","0.0","10.0"
"22284","TRIM60P11Y","1.0","14.0","11.0","2.0","14.0","14.0","1.0","14.0","14.0","9.0","0.0","13.0","0.0","12.0","14.0","7.0","12.0","0.0","14.0","0.0","10.0"
"22285","TRIM60P13","4.0","4.0","3.0","6.0","2.0","2.0","3.0","2.0","5.0","2.0","3.0","2.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"22286","TRIM60P14","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"22287","TRIM60P15","2.0","3.0","3.0","6.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","2.0","3.0","1.0","4.0","4.0","2.0","2.0","4.0"
"22288","TRIM60P16","4.0","2.0","4.0","3.0","2.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","3.0"
"22289","TRIM60P17","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22290","TRIM60P18","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22291","TRIM61","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"22292","TRIM62","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","2.0","4.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22293","TRIM63","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22294","TRIM64","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22295","TRIM64B","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22296","TRIM64C","3.0","2.0","3.0","6.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"22297","TRIM65","4.0","2.0","4.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22298","TRIM66","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"22299","TRIM67","3.0","3.0","3.0","3.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22300","TRIM68","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22301","TRIM69","2.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"22302","TRIM71","4.0","3.0","3.0","4.0","2.0","3.0","1.0","6.0","3.0","2.0","2.0","4.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"22303","TRIM72","3.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"22304","TRIM73","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22305","TRIM74","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22306","TRIM77","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22307","TRIM80P","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22308","TRIML1","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"22309","TRIML2","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"22310","TRIO","4.0","3.0","4.0","6.0","2.0","6.0","2.0","4.0","8.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","6.0","4.0","2.0","2.0","4.0"
"22311","TRIOBP","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","3.0"
"22312","TRIP4","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","5.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"22313","TRIP6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22314","TRIP10","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22315","TRIP11","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"22316","TRIP12","4.0","0.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","2.0","3.0","3.0","3.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"22317","TRIP13","4.0","3.0","4.0","6.0","2.0","6.0","2.0","4.0","8.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","6.0","4.0","2.0","3.0","4.0"
"22318","TRIQK","4.0","3.0","3.0","6.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"22319","TRIR","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22320","TRIT1","3.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","4.0"
"22321","TRK-CTT14-1","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","4.0","3.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"22322","TRK-TTT10-1","4.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22323","TRK-TTT14-1","4.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","0.0","1.0","3.0"
"22324","TRL-TAG4-1","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","1.0","4.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"22325","TRMEP1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22326","TRMO","3.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22327","TRMT1","4.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22328","TRMT1L","5.0","3.0","3.0","1.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","5.0","2.0","4.0","3.0","4.0"
"22329","TRMT2A","2.0","2.0","3.0","3.0","1.0","3.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","3.0"
"22330","TRMT2B","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22331","TRMT5","4.0","3.0","4.0","4.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"22332","TRMT6","4.0","2.0","3.0","5.0","1.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22333","TRMT9B","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","2.0","3.0","1.0","4.0"
"22334","TRMT10A","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"22335","TRMT10B","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","3.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22336","TRMT10C","4.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","3.0"
"22337","TRMT11","3.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","3.0","4.0","1.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0"
"22338","TRMT12","6.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","8.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"22339","TRMT13","3.0","2.0","4.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","2.0"
"22340","TRMT44","3.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"22341","TRMT61A","4.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"22342","TRMT61B","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"22343","TRMT112","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22344","TRMU","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22345","TRNAU1AP","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22346","TRNP1","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22347","TRNT1","4.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","1.0","4.0"
"22348","TRO","4.0","2.0","2.0","4.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22349","TROAP","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","4.0"
"22350","TROVE2","5.0","3.0","3.0","1.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","2.0","6.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22351","TRP-TGG5-1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22352","TRPA1","4.0","3.0","3.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","4.0","4.0","3.0","1.0","4.0"
"22353","TRPC1","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22354","TRPC2","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22355","TRPC3","3.0","2.0","4.0","4.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"22356","TRPC4","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","5.0","1.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"22357","TRPC4AP","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","5.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22358","TRPC5","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22359","TRPC6","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","3.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22360","TRPC7","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22361","TRPM1","3.0","2.0","3.0","3.0","1.0","4.0","2.0","4.0","5.0","1.0","3.0","2.0","2.0","2.0","5.0","1.0","3.0","2.0","4.0","2.0","3.0"
"22362","TRPM2","3.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0","4.0","2.0","3.0"
"22363","TRPM3","3.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22364","TRPM4","4.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"22365","TRPM5","3.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22366","TRPM6","3.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22367","TRPM7","3.0","2.0","3.0","4.0","3.0","4.0","2.0","4.0","5.0","3.0","3.0","4.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","2.0","3.0"
"22368","TRPM8","4.0","1.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22369","TRPS1","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"22370","TRPT1","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22371","TRPV1","3.0","2.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","4.0","3.0","3.0","2.0","4.0"
"22372","TRPV2","4.0","2.0","4.0","5.0","2.0","2.0","2.0","3.0","4.0","1.0","4.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","4.0"
"22373","TRPV3","3.0","2.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","4.0","3.0","3.0","2.0","4.0"
"22374","TRPV4","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22375","TRPV5","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22376","TRPV6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22377","TRQ-CTG9-1","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22378","TRQ-CTG11-1","6.0","3.0","2.0","2.0","2.0","4.0","1.0","3.0","6.0","2.0","3.0","5.0","0.0","2.0","5.0","2.0","2.0","3.0","4.0","3.0","4.0"
"22379","TRR-CCT9-1","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22380","TRRAP","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22381","TRU-TCA2-1","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22382","TRU-TCA3-1","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22383","TRUB1","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"22384","TRUB2","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22385","TSACC","2.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","3.0"
"22386","TSC1","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22387","TSC2","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"22388","TSC22D1","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"22389","TSC22D2","2.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22390","TSC22D3","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
